ver	name	area	isa	type	equipment	service	description	manufacturer	model	datasheet	plc	iotype	pid	location	wiringDiagram	JboxPanel	SuppliedBy	InstalledBy	ConnectedBy	RIO	RACK	SLOT	POINT	PLC_TAG	PLC_DESCRIPTION	OPCTAG	Note
3	2400-ZSO-2515	2400	ZSO		400-PBO-01	JIG SCREENS PUMP BOX	BUTTERFLY OPEN POSITION SWITCH	N/A	N/A	SEE FV	2200-PLC-01	DI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8162	2400-PBO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	5	7		400-SLP-04-Inlet Isol. Valve Opened		
1	2400-ZSO-2618	2400	ZSO		400-BBO-01	BALL MILL BALL BUCKET	OPEN VALVE POSITION SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8140	2400-BAM-01-JBD-01	OEM	I&C Contractor	I&C Contractor	2200-RIO-02	0	1	12		400-BBO-01-Ball Supply Valve Opened		
1	2400-ZSO-2814	2400	ZSO		400-ROM-01	ROD MILL	OPEN POSITION PROXIMITY SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	0		400-ROM-01-Inch Drive Disengaged		DSOT-VP-2450-M2-0144-0117
0	2400-ZT-2130	2400	ZT		400-JIG-01	FINE JIG #1	VALVE POSITION MEASURING DEVICE	TBD	TBD	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 11/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
0	2400-ZT-2138	2400	ZT		400-JIG-01	FINE JIG #1	VALVE POSITION TRANSMITTER 	TBD	TBD	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 11/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
1	2400-ZT-2146	2400	ZT		400-JIG-01	FINE JIG #1	GATE POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 15/37	2400-HK-2145	PME010	OEM	OEM								
1	2400-ZT-2149	2400	ZT		400-JIG-01	FINE JIG #1	GATE POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 15/37	2400-HK-2145	PME010	OEM	OEM								
1	2400-ZT-2154	2400	ZT		400-JIG-01	FINE JIG #1	GATE POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 19/37	2400-HK-2153	PME010	OEM	OEM								
1	2400-ZT-2157	2400	ZT		400-JIG-01	FINE JIG #1	GATE POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 19/37	2400-HK-2153	PME010	OEM	OEM								
1	2400-ZT-2330	2400	ZT		400-JIG-02	FINE JIG #2	POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 11/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
1	2400-ZT-2338	2400	ZT		400-JIG-02	FINE JIG #2	VALVE POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 11/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
1	2400-ZT-2346	2400	ZT		400-JIG-02	FINE JIG #2	GATE POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 15/37	2400-HK-2345	PME010	OEM	OEM								
1	2400-ZT-2349	2400	ZT		400-JIG-02	FINE JIG #2	GATE POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 15/37	2400-HK-2345	PME010	OEM	OEM								
1	2400-ZT-2354	2400	ZT		400-JIG-02	FINE JIG #2	GATE POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 19/37	2400-HK-2353	PME010	OEM	OEM								
1	2400-ZT-2357	2400	ZT		400-JIG-02	FINE JIG #2	GATE POSITION TRANSMITTER	TBD	TBD	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 19/37	2400-HK-2353	PME010	OEM	OEM								
1	2400-PDSH-2122	2400	PDSH		400-HPP-01	JIG HYDRAULIC UNIT #1	FILTER HIGH DIFFERENTIAL PRESSURE SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414  3/37	2400-HPP-01-JB-01	PME010	OEM	OEM								
1	2400-PDSH-2123	2400	PDSH		400-HPP-01	JIG HYDRAULIC UNIT #1	FILTER HIGH DIFFERENTIAL PRESSURE SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414  3/37	2400-HPP-01-JB-01	PME010	OEM	OEM								
0	2400-PDSH-2124	2400	PDSH		400-HPP-01	JIG HYDRAULIC UNIT #1	FILTER HIGH DIFFERENTIAL PRESSURE SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414  3/37	2400-HPP-01-JB-01	PME010	OEM	OEM								
1	2400-PDSH-2125	2400	PDSH		400-HPP-01	JIG HYDRAULIC UNIT #1	FILTER HIGH DIFFERENTIAL PRESSURE SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414  3/37	2400-HPP-01-JB-01	PME010	OEM	OEM								
1	2400-PDSH-2322	2400	PDSH		400-HPP-02	JIG HYDRAULIC UNIT #2	FILTER HIGH DIFFERENTIAL PRESSURE SWITCH	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414  3/37	2400-HPP-01-JB-02	PME010	OEM	OEM								
1	2400-PDSH-2323	2400	PDSH		400-HPP-02	JIG HYDRAULIC UNIT #2	FILTER HIGH DIFFERENTIAL PRESSURE SWITCH	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414  3/37	2400-HPP-01-JB-02	PME010	OEM	OEM								
1	2400-PDSH-2324	2400	PDSH		400-HPP-02	JIG HYDRAULIC UNIT #2	FILTER HIGH DIFFERENTIAL PRESSURE SWITCH	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414  3/37	2400-HPP-01-JB-02	PME010	OEM	OEM								
1	2400-PDSH-2325	2400	PDSH		400-HPP-02	JIG HYDRAULIC UNIT #2	FILTER HIGH DIFFERENTIAL PRESSURE SWITCH	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414  3/37	2400-HPP-01-JB-02	PME010	OEM	OEM								
1	2400-PE-2603A	2400	PE		400-BAM-01	BALL MILL	PRESSURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	I&C Contractor	I&C Contractor								
1	2400-PE-2603B	2400	PE		400-BAM-01	BALL MILL	PRESSURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	I&C Contractor	I&C Contractor								
1	2400-PE-2605A	2400	PE		400-BAM-01	BALL MILL	PRESSURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	I&C Contractor	I&C Contractor								
1	2400-PE-2605B	2400	PE		400-BAM-01	BALL MILL	PRESSURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	I&C Contractor	I&C Contractor								
1	2400-PE-2607A	2400	PE		400-BAM-01	BALL MILL	PRESSURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	I&C Contractor	I&C Contractor								
1	2400-PE-2607B	2400	PE		400-BAM-01	BALL MILL	PRESSURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	I&C Contractor	I&C Contractor								
1	2400-PE-2609A	2400	PE		400-BAM-01	BALL MILL	PRESSURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	I&C Contractor	I&C Contractor								
1	2400-PE-2609B	2400	PE		400-BAM-01	BALL MILL	PRESSURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	I&C Contractor	I&C Contractor								
1	2400-PI-2130	2400	PI		400-JIG-01	FINE JIG #1	PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
1	2400-PI-2137	2400	PI		400-JIG-01	FINE JIG #1	PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
1	2400-PI-2138	2400	PI		400-JIG-01	FINE JIG #1	PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
1	2400-PI-2330	2400	PI		400-JIG-02	FINE JIG #2	PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								
1	2400-PI-2337	2400	PI		400-JIG-02	FINE JIG #2	WORKING AIR VESSEL PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								
1	2400-PI-2338	2400	PI		400-JIG-02	FINE JIG #2	WORKING AIR VESSEL PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								
3	2400-PI-2516	2400	PI	PRESSURE INDICATOR - FLOCULANT	400-SLP-04	JIGS SCREENS HUTCH WATER PUMP	GLEAND SEAL WATER PRESSURE INDICATOR	ENDRESS + HAUSER / WINTERS	PPC5072-SG-45-SF45-SSTAG	DSOT-DS-2200-IC-PI0807	N/A	N/A	DSOT-DW-2400-IC-8025	N/A			AECOM	I&C Contractor	N/A								
3	2400-PI-2517	2400	PI	PRESSURE INDICATOR - FLOCULANT	400-SLP-02	JIGS SCREENS HUTCH WATER PUMP	GLAND SEAL WATER PRESSURE INDICATOR	ENDRESS + HAUSER / WINTERS	PPC5072-SG-45-SF45-SSTAG	DSOT-DS-2200-IC-PI0807	N/A	N/A	DSOT-DW-2400-IC-8025	N/A			AECOM	I&C Contractor	N/A								CHANGED FROM 2503 
1	2400-PI-2903	2400	PI		400-ROM-01	ROD MILL	PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8029	N/A			PST002	I&C Contractor	N/A								
1	2400-PI-2910	2400	PI		400-ROM-01	ROD MILL	PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8029	N/A			PST002	I&C Contractor	N/A								
1	2400-PI-2911	2400	PI		400-ROM-01	ROD MILL	PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8029	N/A			PST002	I&C Contractor	N/A								
1	2400-PI-2921	2400	PI		400-ROM-01	ROD MILL	PRESSURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8029	N/A			PST002	I&C Contractor	N/A								
0	2400-PICV-2913	2400	PICV		400-ROM-01	ROD MILL	PRESSURE INDICATING CONTROL VALVE	TBD	TBD	-	TBD	-	DSOT-DW-2400-IC-8029	N/A			PST002	I&C Contractor	I&C Contractor								
0	2400-PICV-2919	2400	PICV		400-ROM-01	ROD MILL	PRESSURE INDICATING CONTROL VALVE	TBD	TBD	-	TBD	-	DSOT-DW-2400-IC-8029	N/A			PST002	I&C Contractor	I&C Contractor								
0	2400-PICV-2922	2400	PICV		400-ROM-01	ROD MILL	PRESSURE INDICATING CONTROL VALVE	TBD	TBD	-	TBD	-	DSOT-DW-2400-IC-8029	N/A			PST002	I&C Contractor	I&C Contractor								
1	2400-PR-2117	2400	PR		400-BLO-01	JIG AIR BLOWER #1	PROTECTION RELAY	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A				I&C Contractor	I&C Contractor								
1	2400-PR-2317	2400	PR		400-BLO-02	JIG AIR BLOWER #2	PROTECTION RELAY	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			AECOM	I&C Contractor	I&C Contractor								
3	2400-PRV-2137	2400	PRV		400-JIG-01	FINE JIG #1	PRESSURE RELIEF VALVE	-	-	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			PME010	MEC Contractor	N/A								
3	2400-PRV-2337	2400	PRV		400-JIG-02	FINE JIG #2	AIR PRESSURE RELIEF VALVE	-	-	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			PME010	MEC Contractor	N/A								
0	2400-PSH-2126	2400	PSH		400-HPP-01	JIG HYDRAULIC UNIT #1	HIGH PRESSURE SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414  3/37	2400-HPP-01-JB-01	PME010	OEM	OEM								
1	2400-PSH-2326	2400	PSH		400-HPP-02	JIG HYDRAULIC UNIT #2	HIGH PRESSURE SWITCH	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414  3/37	2400-HPP-01-JB-02	PME010	OEM	OEM								
1	2400-PSL-2129	2400	PSL		400-BLO-01	JIG AIR BLOWER #1	LOW PRESSURE SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A		2400-JIG-01-CP	PME010	I&C Contractor	I&C Contractor								
0	2400-PSL-2137	2400	PSL		400-JIG-01	FINE JIG #1	LOW PRESSURE SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 6/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
1	2400-PSL-2329	2400	PSL		400-BLO-02	JIG AIR BLOWER /2	LOW PRESSURE SWITCH 	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A		2400-JIG-02-CP	PME010	I&C Contractor	I&C Contractor								
1	2400-PSL-2337	2400	PSL		400-JIG-02	FINE JIG #2	LOW PRESSURE SWITCH	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 6/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
1	2400-PSL-2603A	2400	PSL		400-BAM-01	BALL MILL	TIRE LOW PRESSURE SWITCH	PRESSURE PRO	0612R20	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A	DSOT-VP-2440-ME-0143-0016	2400-BAM-01-JBA-01	PME015	N/A	N/A								
1	2400-PSL-2603B	2400	PSL		400-BAM-01	BALL MILL	TIRE LOW PRESSURE SWITCH	PRESSURE PRO	0612R20	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A	DSOT-VP-2440-ME-0143-0016	2400-BAM-01-JBA-01	PME015	N/A	N/A								
1	2400-PSL-2605A	2400	PSL		400-BAM-01	BALL MILL	TIRE LOW PRESSURE SWITCH	PRESSURE PRO	0612R20	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A	DSOT-VP-2440-ME-0143-0016	2400-BAM-01-JBA-01	PME015	N/A	N/A								
1	2400-PSL-2605B	2400	PSL		400-BAM-01	BALL MILL	TIRE LOW PRESSURE SWITCH	PRESSURE PRO	0612R20	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A	DSOT-VP-2440-ME-0143-0016	2400-BAM-01-JBA-01	PME015	N/A	N/A								
1	2400-PSL-2607A	2400	PSL		400-BAM-01	BALL MILL	TIRE LOW PRESSURE SWITCH	PRESSURE PRO	0612R20	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A	DSOT-VP-2440-ME-0143-0016	2400-BAM-01-JBA-01	PME015	N/A	N/A								
1	2400-PSL-2607B	2400	PSL		400-BAM-01	BALL MILL	TIRE LOW PRESSURE SWITCH	PRESSURE PRO	0612R20	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A	DSOT-VP-2440-ME-0143-0016	2400-BAM-01-JBA-01	PME015	N/A	N/A								
1	2400-PSL-2609A	2400	PSL		400-BAM-01	BALL MILL	TIRE LOW PRESSURE SWITCH	PRESSURE PRO	0612R20	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A	DSOT-VP-2440-ME-0143-0016	2400-BAM-01-JBA-01	PME015	N/A	N/A								
1	2400-PSL-2609B	2400	PSL		400-BAM-01	BALL MILL	TIRE LOW PRESSURE SWITCH	PRESSURE PRO	0612R20	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A	DSOT-VP-2440-ME-0143-0016	2400-BAM-01-JBA-01	PME015	N/A	N/A								
3	2400-PSL-2904	2400	PSL		400-ROM-01	ROD MILL	PRESSURE SWITCH LOW	-	-	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	OEM	OEM	2200-RIO-02	0	5	11		400-ROM-01-Gearbox Lube Oil Low Pressure  (NOT)		DSOT-VP-2450-M2-0144-0118
3	2400-PSL-2914	2400	PSL		400-ROM-01	"ROD MILL, GREASE LUBRIFICATION"	PRESSURE SWITCH LOW	-	-	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8725	2400-LOU-02	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	5		400-ROM-01-Main Bear. Gr. Sup. Air Low Pres. (NOT)		DSOT-VP-2450-M2-0144-0117
3	2400-PSL-2917	2400	PSL		400-ROM-01	"ROD MILL, GEAR SPRAY SYS."	PRESSURE SWITCH LOW	-	-	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8724	2400-LOU-01	PST002	OEM	OEM	2200-RIO-02	0	6	9		400-ROM-01-Ring Gear Gr. Spray Air Low Pres. (NOT)		DSOT-VP-2450-M2-0144-0117
1	2400-PSSL-2616	2400	PSSL		400-BAM-01	BALL MILL	SAFETY LIMIT SWITCH	ALLEN BRADLEY	802T-APD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8723	2400-HK-2602	PME015	I&C Contractor	I&C Contractor	2200-RIO-02	0	2	12		400-BAM-01-Tire System Low Pressure (NOT)		TO VFD
1	2400-PSSL-2617	2400	PSSL		400-BAM-01	BALL MILL	SAFETY LIMIT SWITCH	ALLEN BRADLEY	802T-APD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8723	2400-HK-2602	PME015	I&C Contractor	I&C Contractor	2200-RIO-02	0	2	13		400-BAM-01-Tire System Low Pressure (NOT)		TO VFD
0	2400-PT-2130	2400	PT		400-JIG-01	FINE JIG #1	PRESSURE TRANSMITTER	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 9/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
0	2400-PT-2138	2400	PT		400-JIG-01	FINE JIG #1	PRESSURE TRANSMITTER	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 9/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
0	2400-PT-2143	2400	PT		400-JIG-01	FINE JIG #1	PRESSURE TRANSMITTER	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 9/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
0	2400-PT-2144	2400	PT		400-JIG-01	FINE JIG #1	PRESSURE TRANSMITTER	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 9/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
1	2400-PT-2330	2400	PT		400-JIG-02	FINE JIG #2	PRESSURE TEMPERATURE (AIR VESSEL)	-	-	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 9/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
1	2400-PT-2338	2400	PT		400-JIG-02	FINE JIG #2	WORKING AIR VESSEL PRESSURE TRANSMITTER	-	-	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 9/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
1	2400-PT-2343	2400	PT		400-JIG-02	FINE JIG #2	PRESSURE TRANSMITTER	-	-	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 9/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
1	2400-PT-2344	2400	PT		400-JIG-02	FINE JIG #2	PRESSURE TRANSMITTER	-	-	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 9/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
3	2400-PT-2901	2400	PT		400-ROM-01	ROD MILL	PRESSURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	1	5	7		400-ROM-01-Gearbox Lube Oil Pressure		DSOT-VP-2450-M2-0144-0118
1	2400-PZ-2338	2400	PZ		400-JIG-02	FINE JIG #2	EXHAUST AIR PROPORTIONAL VALVE	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A				OEM	OEM								
